sales_date,sku_id,product_name,daily_quantity,rolling_mean_7,spike_ratio,severity,reason,anomaly_type
2025-01-28,,【官方直播】WebberNaturals伟博深海鱼油1390mg高纯度Omega3 120粒-1瓶装,10,1.4285714285714286,7.0,High,Campaign-driven sales spike: Sales are 7.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-01-29,,【官方直播】WebberNaturals伟博深海鱼油1390mg高纯度Omega3 120粒-3瓶装,5,1.4285714285714286,3.5,Medium,Campaign-driven sales spike: Sales are 3.5x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-01-31,,【官方直播】WebberNaturals伟博深海鱼油1390mg高纯度Omega3 120粒-5瓶装,5,1.5714285714285714,3.181818181818182,Medium,Campaign-driven sales spike: Sales are 3.18x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-04-04,,【官方直播】WebberNaturals伟博深海鱼油1390mg高纯度Omega3 120粒-1瓶装,7,2.142857142857143,3.2666666666666666,Medium,Campaign-driven sales spike: Sales are 3.27x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-04-04,,【官方直播】WebberNaturals伟博深海鱼油1390mg高纯度Omega3 120粒-3瓶装,10,2.7142857142857144,3.6842105263157894,Medium,Campaign-driven sales spike: Sales are 3.68x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-04-04,,Webber Naturals伟博维生素C1000毫克150粒/瓶（效期至25年9月）-1瓶装,13,3.2857142857142856,3.956521739130435,Medium,Campaign-driven sales spike: Sales are 3.96x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-05-01,,Webber Naturals伟博天然进口小分子胶原蛋白多肽粉150g z-胶原蛋白多肽粉150g*1,6,1.2857142857142858,4.666666666666666,Medium,Campaign-driven sales spike: Sales are 4.67x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-05-02,,【官方直播】WebberNaturals伟博深海鱼油1390mg高纯度Omega3 120粒-1瓶装,8,2.5714285714285716,3.1111111111111107,Medium,Campaign-driven sales spike: Sales are 3.11x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-01,,伟博进口99%纯度1100mg成人omega3深海鱼油中老年心血管养护120粒-1瓶装（4个月的量）,24,2.5714285714285716,9.333333333333332,High,Campaign-driven sales spike: Sales are 9.33x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-01,,Webber Naturals伟博天然高纯度1100mg深海精粹鱼油软胶囊60粒 D-1瓶装（赠500mgVC一瓶）,10,2.7142857142857144,3.6842105263157894,Medium,Campaign-driven sales spike: Sales are 3.68x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-02,,Webber Naturals伟博天然高纯度1100mg深海精粹鱼油软胶囊60粒 D-1瓶装（赠500mgVC一瓶）,16,2.2857142857142856,7.0,High,Campaign-driven sales spike: Sales are 7.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-03,,伟博进口99%纯度1100mg成人omega3深海鱼油中老年心血管养护120粒-1瓶装（4个月的量）,18,3.857142857142857,4.666666666666667,Medium,Campaign-driven sales spike: Sales are 4.67x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-03,,Webber Naturals伟博天然高纯度1100mg深海精粹鱼油软胶囊60粒 D-1瓶装（赠500mgVC一瓶）,10,3.0,3.3333333333333335,Medium,Campaign-driven sales spike: Sales are 3.33x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-04,,Webber Naturals伟博天然进口小分子胶原蛋白多肽粉150g z-胶原蛋白多肽粉150g*1,16,1.5714285714285714,10.181818181818182,High,Campaign-driven sales spike: Sales are 10.18x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-04,,伟博进口99%纯度1100mg成人omega3深海鱼油中老年心血管养护120粒-1瓶装（4个月的量）,15,3.5714285714285716,4.2,Medium,Campaign-driven sales spike: Sales are 4.2x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-04,,Webber Naturals伟博天然高纯度1100mg深海精粹鱼油软胶囊60粒 D-1瓶装（赠500mgVC一瓶）,13,3.2857142857142856,3.956521739130435,Medium,Campaign-driven sales spike: Sales are 3.96x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-05,,伟博进口99%纯度1100mg成人omega3深海鱼油中老年心血管养护120粒-1瓶装（4个月的量）,19,1.4285714285714286,13.299999999999999,High,Campaign-driven sales spike: Sales are 13.3x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-07,,【3瓶装】加拿大伟博天然小分子胶原蛋白多肽粉150g/瓶-3瓶装,12,2.0,6.0,High,Campaign-driven sales spike: Sales are 6.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-07,,伟博进口99%纯度1100mg成人omega3深海鱼油中老年心血管养护120粒-1瓶装（4个月的量）,13,2.142857142857143,6.066666666666666,High,Campaign-driven sales spike: Sales are 6.07x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-07,,Webber Naturals伟博天然进口小分子胶原蛋白多肽粉150g z-胶原蛋白多肽粉150g*1,9,1.8571428571428572,4.846153846153846,Medium,Campaign-driven sales spike: Sales are 4.85x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-08,,伟博进口99%纯度1100mg成人omega3深海鱼油中老年心血管养护120粒-1瓶装（4个月的量）,14,3.142857142857143,4.454545454545455,Medium,Campaign-driven sales spike: Sales are 4.45x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-08,,Webber Naturals伟博天然高纯度1100mg深海精粹鱼油软胶囊60粒 D-1瓶装（赠500mgVC一瓶）,20,3.857142857142857,5.185185185185185,High,Campaign-driven sales spike: Sales are 5.19x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-09,,伟博进口99%纯度1100mg成人omega3深海鱼油中老年心血管养护120粒-1瓶装（4个月的量）,11,2.0,5.5,High,Campaign-driven sales spike: Sales are 5.5x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-09,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】,7,1.7142857142857142,4.083333333333334,Medium,Campaign-driven sales spike: Sales are 4.08x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-11,,Webber Naturals伟博天然高纯度1100mg深海精粹鱼油软胶囊60粒 D-1瓶装（赠500mgVC一瓶）,10,2.4285714285714284,4.11764705882353,Medium,Campaign-driven sales spike: Sales are 4.12x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-11,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-1瓶装（4个月的量）,20,5.285714285714286,3.7837837837837838,Medium,Campaign-driven sales spike: Sales are 3.78x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-13,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-三瓶装【一年的量送一瓶叶黄素】,10,1.5714285714285714,6.363636363636364,High,Campaign-driven sales spike: Sales are 6.36x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-13,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-1瓶装（4个月的量）,12,2.7142857142857144,4.421052631578947,Medium,Campaign-driven sales spike: Sales are 4.42x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-14,,Webber Naturals伟博天然高纯度1100mg深海精粹鱼油软胶囊60粒 D-1瓶装（赠500mgVC一瓶）,16,3.2857142857142856,4.869565217391305,Medium,Campaign-driven sales spike: Sales are 4.87x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-14,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-1瓶装（4个月的量）,12,3.2857142857142856,3.6521739130434785,Medium,Campaign-driven sales spike: Sales are 3.65x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-16,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-三瓶装【一年的量送一瓶叶黄素】,6,1.4285714285714286,4.2,Medium,Campaign-driven sales spike: Sales are 4.2x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-16,,Webber Naturals伟博天然高纯度1100mg深海精粹鱼油软胶囊60粒 D-1瓶装（赠500mgVC一瓶）,9,2.2857142857142856,3.9375,Medium,Campaign-driven sales spike: Sales are 3.94x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-16,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-1瓶装（4个月的量）,13,3.7142857142857144,3.5,Medium,Campaign-driven sales spike: Sales are 3.5x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-17,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-1瓶装（4个月的量）,16,1.8571428571428572,8.615384615384615,High,Campaign-driven sales spike: Sales are 8.62x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-18,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-三瓶装【一年的量送一瓶叶黄素】,10,2.857142857142857,3.5,Medium,Campaign-driven sales spike: Sales are 3.5x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-18,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-1瓶装（4个月的量）,11,3.2857142857142856,3.347826086956522,Medium,Campaign-driven sales spike: Sales are 3.35x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-06-19,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-1瓶装（4个月的量）,15,2.7142857142857144,5.526315789473684,High,Campaign-driven sales spike: Sales are 5.53x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-01,,【免疫力】进口500mg维生素C缓释胶囊60粒 效期到2026-06-30-3瓶装-(625273076622*3),14,4.428571428571429,3.161290322580645,Medium,Campaign-driven sales spike: Sales are 3.16x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-01,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),15,3.857142857142857,3.888888888888889,Medium,Campaign-driven sales spike: Sales are 3.89x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-02,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-一瓶装（体验装）-(625273090086*1),9,2.7142857142857144,3.31578947368421,Medium,Campaign-driven sales spike: Sales are 3.32x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-02,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),10,2.7142857142857144,3.6842105263157894,Medium,Campaign-driven sales spike: Sales are 3.68x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-03,,【美彤专属】【儿童拍】WebberNaturals伟博小金盾小颗粒深海儿童鱼油+D3 60粒-【儿童拍】2瓶装（送一瓶40mg叶黄素）-(625273071634*2+625273070255*1),155,4.428571428571429,35.0,High,Campaign-driven sales spike: Sales are 35.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-03,,【美彤专属】【成人拍】WebberNaturals高纯度深海鱼油omega3成人健身鱼油120粒-【成人拍】1瓶装（送一瓶40mg叶黄素）-(625273090086*1+625273070255*1),338,25.142857142857142,13.443181818181818,High,Campaign-driven sales spike: Sales are 13.44x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-24,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-一瓶装（体验装）-(625273090086*1),10,1.7142857142857142,5.833333333333334,High,Campaign-driven sales spike: Sales are 5.83x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-24,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),23,3.7142857142857144,6.1923076923076925,High,Campaign-driven sales spike: Sales are 6.19x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-25,,【免疫力】进口500mg维生素C缓释胶囊60粒 效期到2026-06-30-3瓶装-(625273076622*3),36,1.8571428571428572,19.384615384615383,High,Campaign-driven sales spike: Sales are 19.38x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-25,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-两瓶装【8个月的量】-(625273090086*2),9,1.4285714285714286,6.3,High,Campaign-driven sales spike: Sales are 6.3x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-25,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),18,2.5714285714285716,6.999999999999999,High,Campaign-driven sales spike: Sales are 7.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-26,,【免疫力】进口500mg维生素C缓释胶囊60粒 效期到2026-06-30-3瓶装-(625273076622*3),14,2.7142857142857144,5.157894736842105,High,Campaign-driven sales spike: Sales are 5.16x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-26,,【官方直播】加拿大伟博儿童鱼油高脑力DHA无腥可嚼软胶囊120粒/瓶-1瓶装-(625273090185*1),11,1.0,11.0,High,Campaign-driven sales spike: Sales are 11.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-26,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-两瓶装【8个月的量】-(625273090086*2),11,3.0,3.6666666666666665,Medium,Campaign-driven sales spike: Sales are 3.67x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-26,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),33,4.428571428571429,7.451612903225806,High,Campaign-driven sales spike: Sales are 7.45x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-27,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),22,3.2857142857142856,6.695652173913044,High,Campaign-driven sales spike: Sales are 6.7x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-28,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),20,2.4285714285714284,8.23529411764706,High,Campaign-driven sales spike: Sales are 8.24x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-28,,【免疫力】进口500mg维生素C缓释胶囊60粒 效期到2026-06-30-3瓶装-(625273076622*3),8,2.0,4.0,Medium,Campaign-driven sales spike: Sales are 4.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-29,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),21,3.4285714285714284,6.125,High,Campaign-driven sales spike: Sales are 6.12x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-29,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-一瓶装（体验装）-(625273090086*1),15,5.0,3.0,Medium,Campaign-driven sales spike: Sales are 3.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-30,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-两瓶装【8个月的量】-(625273090086*2),14,2.142857142857143,6.533333333333333,High,Campaign-driven sales spike: Sales are 6.53x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-30,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),21,2.0,10.5,High,Campaign-driven sales spike: Sales are 10.5x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-10-31,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),38,3.7142857142857144,10.23076923076923,High,Campaign-driven sales spike: Sales are 10.23x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-01,,【免疫力】进口500mg维生素C缓释胶囊60粒 效期到2026-06-30-3瓶装-(625273076622*3),7,2.2857142857142856,3.0625,Medium,Campaign-driven sales spike: Sales are 3.06x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-01,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-一瓶装（体验装）-(625273090086*1),8,2.2857142857142856,3.5,Medium,Campaign-driven sales spike: Sales are 3.5x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-01,,【官方直播】加拿大伟博儿童鱼油高脑力DHA无腥可嚼软胶囊120粒/瓶-1瓶装-(625273090185*1),11,3.5714285714285716,3.0799999999999996,Medium,Campaign-driven sales spike: Sales are 3.08x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-01,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),25,4.714285714285714,5.303030303030303,High,Campaign-driven sales spike: Sales are 5.3x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-02,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),15,2.142857142857143,7.0,High,Campaign-driven sales spike: Sales are 7.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-03,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),35,3.142857142857143,11.136363636363637,High,Campaign-driven sales spike: Sales are 11.14x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-03,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-一瓶装（体验装）-(625273090086*1),13,2.142857142857143,6.066666666666666,High,Campaign-driven sales spike: Sales are 6.07x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-04,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-两瓶装【8个月的量】-(625273090086*2),11,1.4285714285714286,7.7,High,Campaign-driven sales spike: Sales are 7.7x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-04,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),30,2.857142857142857,10.5,High,Campaign-driven sales spike: Sales are 10.5x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-05,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-两瓶装【8个月的量】-(625273090086*2),15,2.5714285714285716,5.833333333333333,High,Campaign-driven sales spike: Sales are 5.83x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-05,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),18,5.285714285714286,3.4054054054054057,Medium,Campaign-driven sales spike: Sales are 3.41x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-06,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),20,2.2857142857142856,8.75,High,Campaign-driven sales spike: Sales are 8.75x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-07,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),21,5.285714285714286,3.9729729729729732,Medium,Campaign-driven sales spike: Sales are 3.97x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-08,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),21,2.5714285714285716,8.166666666666666,High,Campaign-driven sales spike: Sales are 8.17x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-09,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),19,2.2857142857142856,8.3125,High,Campaign-driven sales spike: Sales are 8.31x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-10,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),8,2.142857142857143,3.7333333333333334,Medium,Campaign-driven sales spike: Sales are 3.73x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-10,,【进博会专属】伟博天然进口深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),10,3.0,3.3333333333333335,Medium,Campaign-driven sales spike: Sales are 3.33x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-11,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),17,2.142857142857143,7.933333333333334,High,Campaign-driven sales spike: Sales are 7.93x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-11,,【进博会专属】伟博天然进口深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),14,4.285714285714286,3.2666666666666666,Medium,Campaign-driven sales spike: Sales are 3.27x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-13,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-两瓶装【8个月的量】-(625273090086*2),7,1.2857142857142858,5.444444444444444,High,Campaign-driven sales spike: Sales are 5.44x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-13,,【进博会专属】伟博天然进口深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),11,2.142857142857143,5.133333333333334,High,Campaign-driven sales spike: Sales are 5.13x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-13,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),17,4.0,4.25,Medium,Campaign-driven sales spike: Sales are 4.25x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-13,,伟博加拿大进口99%纯度1100mg成人omega3深海鱼油心血管养护120粒-一瓶装（体验装）-(625273090086*1),10,2.5714285714285716,3.8888888888888884,Medium,Campaign-driven sales spike: Sales are 3.89x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-14,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),13,2.7142857142857144,4.789473684210526,Medium,Campaign-driven sales spike: Sales are 4.79x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-15,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-两瓶装【8个月的量】-(625273090086*2),8,1.7142857142857142,4.666666666666667,Medium,Campaign-driven sales spike: Sales are 4.67x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-11-15,,【官方直播】WebberNaturals伟博深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),16,1.8571428571428572,8.615384615384615,High,Campaign-driven sales spike: Sales are 8.62x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-12-01,,【官方直播】伟博天然进口深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),8,2.0,4.0,Medium,Campaign-driven sales spike: Sales are 4.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-12-02,,【官方直播】伟博天然进口深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),19,2.2857142857142856,8.3125,High,Campaign-driven sales spike: Sales are 8.31x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-12-03,,【官方直播】伟博天然进口深海鱼油1100mg高纯度Omega3 120粒-一瓶装【4个月的量】-(625273090086*1),7,1.0,7.0,High,Campaign-driven sales spike: Sales are 7.0x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-12-12,,	【官方直播】伟博天然进口深海鱼油1100mg高纯度Omega3 120粒,7,1.7142857142857142,4.083333333333334,Medium,Campaign-driven sales spike: Sales are 4.08x higher than the 7-day average.,CAMPAIGN_SPIKE
2025-12-13,,	【官方直播】伟博天然进口深海鱼油1100mg高纯度Omega3 120粒,5,1.2857142857142858,3.8888888888888884,Medium,Campaign-driven sales spike: Sales are 3.89x higher than the 7-day average.,CAMPAIGN_SPIKE
